work_year,experience_level,employment_type,job_title,employee_residence,remote_ratio,company_location,company_size,salary_usd
2024,SE,FT,Data Analyst,US,0,US,M,140000
2024,SE,FT,Data Analyst,US,0,US,M,136000
2024,SE,FT,Data Engineer,US,100,US,M,195000
2024,SE,FT,Data Engineer,US,100,US,M,147500
2024,SE,FT,Data Engineer,US,100,US,M,195000
2024,SE,FT,Data Engineer,US,100,US,M,147500
2024,EN,FT,Research Analyst,US,0,US,M,300000
2024,EN,FT,Research Analyst,US,0,US,M,150000
2024,SE,FT,Data Engineer,US,0,US,M,154000
2024,SE,FT,Data Engineer,US,0,US,M,103000
2024,EN,FT,Research Analyst,US,0,US,M,300000
2024,EN,FT,Research Analyst,US,0,US,M,150000
2024,SE,FT,Machine Learning Engineer,US,100,US,M,234000
2024,SE,FT,Machine Learning Engineer,US,100,US,M,208000
2024,SE,FT,Data Engineer,US,100,US,M,206000
2024,SE,FT,Data Engineer,US,100,US,M,175100
2024,SE,FT,Machine Learning Engineer,US,0,US,M,324000
2024,SE,FT,Machine Learning Engineer,US,0,US,M,159000
2024,SE,FT,Data Engineer,US,0,US,M,150895
2024,SE,FT,Data Engineer,US,0,US,M,120715
2024,EN,FT,Research Analyst,US,100,US,M,300000
2024,EN,FT,Research Analyst,US,100,US,M,150000
2024,SE,FT,Data Scientist,US,0,US,M,283800
2024,SE,FT,Data Scientist,US,0,US,M,234700
2024,EN,FT,Business Intelligence Analyst,US,0,US,M,86000
2024,EN,FT,Business Intelligence Analyst,US,0,US,M,53000
2024,SE,FT,Data Scientist,US,0,US,M,187158
2024,SE,FT,Data Scientist,US,0,US,M,116974
2024,SE,FT,Analytics Engineer,US,0,US,M,225000
2024,SE,FT,Analytics Engineer,US,0,US,M,180000
2024,SE,FT,Data Scientist,US,0,US,M,179000
2024,SE,FT,Data Scientist,US,0,US,M,112000
2024,SE,FT,Machine Learning Engineer,US,0,US,M,195700
2024,SE,FT,Machine Learning Engineer,US,0,US,M,97700
2024,SE,FT,BI Analyst,US,0,US,M,100000
2024,SE,FT,BI Analyst,US,0,US,M,85000
2024,MI,FT,Data Analyst,US,0,US,M,119000
2024,MI,FT,Data Analyst,US,0,US,M,52100
2024,SE,FT,Business Intelligence Developer,US,0,US,M,136000
2024,SE,FT,Business Intelligence Developer,US,0,US,M,91536
2024,SE,FT,Data Engineer,US,0,US,M,199700
2024,SE,FT,Data Engineer,US,0,US,M,165100
2024,SE,FT,Machine Learning Engineer,US,0,US,M,251250
2024,SE,FT,Machine Learning Engineer,US,0,US,M,120750
2024,SE,FT,Data Scientist,US,100,US,M,240000
2024,SE,FT,Data Scientist,US,100,US,M,220000
2024,SE,FT,Data Science,US,100,US,M,160000
2024,SE,FT,Data Science,US,100,US,M,150000
2024,EX,FT,Data Science,US,100,US,M,300000
2024,EX,FT,Data Science,US,100,US,M,220000
2024,EN,FT,Data Analyst,US,0,US,M,130000
2024,EN,FT,Data Analyst,US,0,US,M,100000
2024,EN,FT,Data Analyst,US,100,US,M,170000
2024,EN,FT,Data Analyst,US,100,US,M,150000
2024,SE,FT,Data Analyst,US,0,US,M,150000
2024,SE,FT,Data Analyst,US,0,US,M,120000
2024,SE,FT,Data Scientist,US,0,US,M,247300
2024,SE,FT,Data Scientist,US,0,US,M,139800
2024,EX,FT,Data Engineer,US,100,US,M,220000
2024,EX,FT,Data Engineer,US,100,US,M,210000
2024,EN,FT,Research Analyst,US,100,US,M,116000
2024,EN,FT,Research Analyst,US,100,US,M,79000
2024,MI,FT,Data Scientist,US,0,US,M,130000
2024,MI,FT,Data Scientist,US,0,US,M,117000
2024,MI,FT,Data Scientist,US,0,US,M,172200
2024,MI,FT,Data Scientist,US,0,US,M,131200
2024,SE,FT,Research Scientist,US,0,US,M,210000
2024,SE,FT,Research Scientist,US,0,US,M,151800
2024,MI,FT,Data Engineer,US,0,US,M,133000
2024,MI,FT,Data Engineer,US,0,US,M,58300
2024,MI,FT,Research Scientist,US,100,US,M,359400
2024,MI,FT,Research Scientist,US,100,US,M,239600
2024,EN,FT,BI Analyst,US,0,US,M,80000
2024,EN,FT,BI Analyst,US,0,US,M,70000
2024,SE,FT,Data Science,US,0,US,L,324100
2024,SE,FT,Data Science,US,0,US,L,166700
2024,MI,FT,Data Engineer,US,0,US,M,100000
2024,MI,FT,Data Engineer,US,0,US,M,80000
2024,SE,FT,Data Analyst,US,0,US,M,85000
2024,SE,FT,Data Analyst,US,0,US,M,75000
2024,SE,FT,Data Scientist,US,100,US,M,243800
2024,SE,FT,Data Scientist,US,100,US,M,144200
2024,SE,FT,Machine Learning Engineer,CA,0,CA,M,220000
2024,SE,FT,Machine Learning Engineer,CA,0,CA,M,200000
2024,SE,FT,AI Architect,US,100,US,L,289000
2024,MI,FT,Business Intelligence Developer,US,100,US,M,77826
2024,MI,FT,Business Intelligence Developer,US,100,US,M,59300
2024,MI,FT,Data Scientist,US,0,US,M,166000
2024,MI,FT,Data Scientist,US,0,US,M,73100
2024,MI,FT,Research Engineer,US,0,US,M,151500
2024,MI,FT,Research Engineer,US,0,US,M,101000
2024,SE,FT,Machine Learning Engineer,US,0,US,M,182000
2024,SE,FT,Machine Learning Engineer,US,0,US,M,164000
2024,SE,FT,Analytics Engineer,US,100,US,M,132100
2024,SE,FT,Analytics Engineer,US,100,US,M,96700
2024,MI,FT,Data Manager,US,100,US,M,98500
2024,MI,FT,Data Manager,US,100,US,M,71500
2024,SE,FT,Machine Learning Engineer,US,0,US,M,200800
2024,SE,FT,Machine Learning Engineer,US,0,US,M,107800
2024,EN,FT,Data Analyst,US,0,US,M,106100
2024,EN,FT,Data Analyst,US,0,US,M,74300
2024,SE,FT,Data Analyst,US,0,US,M,153900
2024,SE,FT,Data Analyst,US,0,US,M,112715
2024,SE,FT,Analytics Engineer,US,0,US,M,105000
2024,SE,FT,Analytics Engineer,US,0,US,M,94200
2024,MI,FT,Data Product Manager,US,100,US,M,171000
2024,MI,FT,Data Product Manager,US,100,US,M,136000
2024,SE,FT,Machine Learning Engineer,US,0,US,M,221000
2024,SE,FT,Machine Learning Engineer,US,0,US,M,185000
2024,EN,FT,Data Analyst,US,100,US,M,92700
2024,EN,FT,Data Analyst,US,100,US,M,64900
2024,MI,FT,Data Engineer,US,0,US,M,126600
2024,MI,FT,Data Engineer,US,0,US,M,80800
2024,SE,FT,Data Scientist,US,0,US,M,164845
2024,SE,FT,Data Scientist,US,0,US,M,119887
2024,EN,FT,Data Analyst,US,0,US,M,93000
2024,EN,FT,Data Analyst,US,0,US,M,87000
2024,MI,FT,Data Analyst,US,0,US,M,103500
2024,MI,FT,Data Analyst,US,0,US,M,65600
2024,MI,FT,Business Intelligence Engineer,US,0,US,L,165600
2024,MI,FT,Business Intelligence Engineer,US,0,US,L,65800
2024,SE,FT,Data Scientist,US,100,US,M,164000
2024,SE,FT,Data Scientist,US,100,US,M,152000
2024,SE,FT,Applied Scientist,US,100,US,M,250000
2024,SE,FT,Applied Scientist,US,100,US,M,180000
2024,MI,FT,Machine Learning Engineer,US,0,US,M,202000
2024,MI,FT,Machine Learning Engineer,US,0,US,M,137000
2024,SE,FT,Machine Learning Scientist,US,0,US,M,204600
2024,SE,FT,Machine Learning Scientist,US,0,US,M,84500
2024,SE,FT,Research Engineer,US,0,US,M,190000
2024,SE,FT,Research Engineer,US,0,US,M,151500
2024,MI,FT,Data Science,GB,0,GB,M,81502.84284
2024,MI,FT,Data Science,GB,0,GB,M,68963.94394
2024,SE,FT,Data Scientist,US,0,US,M,168800
2024,SE,FT,Data Scientist,US,0,US,M,93800
2024,MI,FT,Data Scientist,US,0,US,M,132567
2024,MI,FT,Data Scientist,US,0,US,M,96412
2024,SE,FT,Machine Learning Engineer,US,0,US,M,309000
2024,SE,FT,Machine Learning Engineer,US,0,US,M,142000
2024,SE,FT,Research Engineer,US,0,US,M,333500
2024,SE,FT,Research Engineer,US,0,US,M,156000
2024,SE,FT,Data Scientist,US,0,US,M,266875
2024,SE,FT,Data Scientist,US,0,US,M,128250
2024,SE,FT,Data Engineer,US,100,US,M,191311
2024,SE,FT,Data Engineer,US,100,US,M,166358
2024,SE,FT,Data Scientist,US,100,US,M,218500
2024,SE,FT,Data Scientist,US,100,US,M,190000
2024,MI,FT,Data Specialist,US,0,US,M,70000
2024,MI,FT,Data Specialist,US,0,US,M,60000
2024,SE,FT,Machine Learning Engineer,US,0,US,M,324000
2024,SE,FT,Machine Learning Engineer,US,0,US,M,159000
2024,SE,FT,Analytics Engineer,US,0,US,M,179000
2024,SE,FT,Analytics Engineer,US,0,US,M,152000
2024,SE,FT,Machine Learning Engineer,US,0,US,M,235680
2024,SE,FT,Machine Learning Engineer,US,0,US,M,153040
2024,EN,FT,Data Analyst,US,0,US,M,140000
2024,EN,FT,Data Analyst,US,0,US,M,100000
2024,MI,FT,Data Analyst,US,0,US,M,187000
2024,MI,FT,Data Analyst,US,0,US,M,153000
2024,MI,FT,Data Engineer,US,0,US,L,185000
2024,MI,FT,Data Engineer,US,0,US,L,81000
2024,SE,FT,Machine Learning Engineer,US,0,US,M,290000
2024,SE,FT,Machine Learning Engineer,US,0,US,M,203000
2024,SE,FT,AI Engineer,US,0,US,M,142352
2024,SE,FT,AI Engineer,US,0,US,M,95325
2024,MI,FT,Data Analyst,US,0,US,M,187000
2024,MI,FT,Data Analyst,US,0,US,M,153000
2024,SE,FT,Data Scientist,CA,0,CA,M,190000
2024,SE,FT,Data Scientist,CA,0,CA,M,158500
2024,MI,FT,Data Scientist,US,0,US,M,240000
2024,MI,FT,Data Scientist,US,0,US,M,180000
2024,EN,CT,AI Research Scientist,DE,0,DE,L,85744
2024,EX,FT,Data Science Director,ES,100,ES,L,102892.8
2024,EX,FT,Data Science Director,ES,100,ES,L,102892.8
2024,SE,FT,Data Engineer,US,0,US,M,130500
2024,SE,FT,Data Engineer,US,0,US,M,96000
2024,MI,FT,Data Scientist,US,0,US,M,166000
2024,MI,FT,Data Scientist,US,0,US,M,73100
2024,MI,FT,Machine Learning Engineer,GB,0,GB,M,62694.49449
2024,MI,FT,Machine Learning Engineer,GB,0,GB,M,50155.59559
2024,SE,FT,Data Analyst,US,0,US,M,234000
2024,SE,FT,Data Analyst,US,0,US,M,146000
2024,SE,FT,Data Engineer,GB,0,GB,M,125388.989
2024,SE,FT,Data Engineer,GB,0,GB,M,125388.989
2024,SE,FT,Data Scientist,LT,0,LT,M,63021.84
2024,SE,FT,Data Scientist,LT,0,LT,M,45015.6
2024,SE,FT,Data Engineer,US,100,US,M,105000
2024,SE,FT,Data Engineer,US,100,US,M,95000
2024,EN,FT,Data Analyst,US,0,US,M,60500
2024,EN,FT,Data Analyst,US,0,US,M,40300
2024,MI,FT,Data Analyst,US,0,US,M,160000
2024,MI,FT,Data Analyst,US,0,US,M,95000
2024,EN,FT,Data Engineer,US,0,US,M,152500
2024,EN,FT,Data Engineer,US,0,US,M,138200
2024,SE,FT,Research Scientist,US,0,US,M,164300
2024,SE,FT,Research Scientist,US,0,US,M,104000
2024,SE,FT,Data Analyst,US,0,US,M,163700
2024,SE,FT,Data Analyst,US,0,US,M,109100
2024,SE,FT,Data Engineer,US,0,US,M,130000
2024,SE,FT,Data Engineer,US,0,US,M,100000
2024,SE,FT,Machine Learning Engineer,US,0,US,M,220000
2024,SE,FT,Machine Learning Engineer,US,0,US,M,200000
2024,MI,FT,Data Engineer,US,100,US,M,115000
2024,MI,FT,Data Engineer,US,100,US,M,95000
2024,SE,FT,Analytics Engineer,US,0,US,M,230000
2024,SE,FT,Analytics Engineer,US,0,US,M,170000
2024,SE,FT,Analytics Engineer,US,100,US,M,250000
2024,SE,FT,Analytics Engineer,US,100,US,M,180700
2024,SE,FT,Analytics Engineer,US,100,US,M,136675
2024,SE,FT,Analytics Engineer,US,100,US,M,111648
2024,SE,FT,Data Engineer,GB,0,GB,M,81502.84284
2024,SE,FT,Data Engineer,GB,0,GB,M,81502.84284
2024,SE,FT,Machine Learning Engineer,US,0,US,M,254000
2024,SE,FT,Machine Learning Engineer,US,0,US,M,200000
2024,SE,FT,Data Scientist,US,0,US,M,161000
2024,SE,FT,Data Scientist,US,0,US,M,133200
2024,MI,FT,Data Engineer,GB,0,GB,M,106580.6406
2024,MI,FT,Data Engineer,GB,0,GB,M,106580.6406
2024,EN,FT,Research Engineer,US,0,US,M,160000
2024,EN,FT,Research Engineer,US,0,US,M,140000
2024,MI,FT,Machine Learning Engineer,US,100,US,M,223100
2024,MI,FT,Machine Learning Engineer,US,100,US,M,126400
2024,SE,FT,Analytics Engineer,US,100,US,M,190000
2024,SE,FT,Analytics Engineer,US,100,US,M,136000
2024,MI,FT,Data Strategist,US,0,US,M,134400
2024,MI,FT,Data Strategist,US,0,US,M,100000
2024,MI,FT,Data Engineer,US,100,US,M,246000
2024,MI,FT,Data Engineer,US,100,US,M,170000
2024,EN,FT,Research Analyst,US,100,US,M,198000
2024,EN,FT,Research Analyst,US,100,US,M,115000
2024,MI,FT,Data Scientist,US,100,US,M,150000
2024,MI,FT,Data Scientist,US,100,US,M,103000
2024,SE,FT,Data Scientist,US,0,US,M,170000
2024,SE,FT,Data Scientist,US,0,US,M,160000
2024,SE,FT,Data Analyst,US,0,US,M,175000
2024,SE,FT,Data Analyst,US,0,US,M,117000
2024,SE,FT,Data Analyst,US,0,US,M,85000
2024,SE,FT,Data Analyst,US,0,US,M,79000
2024,MI,FT,Analytics Engineer,US,100,US,M,100000
2024,MI,FT,Analytics Engineer,US,100,US,M,75000
2024,SE,FT,Data Scientist,US,0,US,M,205000
2024,SE,FT,Data Scientist,US,0,US,M,190000
2024,SE,FT,Data Engineer,US,0,US,M,331640
2024,SE,FT,Data Engineer,US,0,US,M,283780
2024,MI,FT,Applied Scientist,US,0,US,L,222200
2024,MI,FT,Applied Scientist,US,0,US,L,136000
2024,MI,FT,Big Data Developer,US,0,US,L,117000
2024,EN,FT,Business Intelligence Analyst,US,0,US,M,99000
2024,EN,FT,Business Intelligence Analyst,US,0,US,M,72000
2024,MI,FT,Data Manager,US,0,US,M,77000
2024,MI,FT,Data Manager,US,0,US,M,49900
2024,MI,FT,Data Analyst,US,0,US,M,95000
2024,MI,FT,Data Analyst,US,0,US,M,70000
2024,MI,FT,Data Scientist,US,100,US,M,203500
2024,MI,FT,Data Scientist,US,100,US,M,133000
2024,SE,FT,Data Engineer,US,0,US,M,104000
2024,SE,FT,Data Engineer,US,0,US,M,80000
2024,MI,FT,Data Analyst,US,0,US,M,134400
2024,MI,FT,Data Analyst,US,0,US,M,100000
2024,EN,FT,Data Scientist,GB,0,GB,M,33604.24905
2024,EN,FT,Data Scientist,GB,0,GB,M,33604.24905
2024,SE,FT,Data Scientist,GB,100,GB,M,81502.84284
2024,SE,FT,Data Scientist,GB,100,GB,M,56425.04504
2024,EN,FT,Data Analyst,US,0,US,M,64500
2024,EN,FT,Data Analyst,US,0,US,M,51500
2024,SE,FT,Machine Learning Engineer,GB,100,GB,M,240200
2024,SE,FT,Machine Learning Engineer,GB,100,GB,M,102900
2024,MI,FT,Data Analyst,US,100,US,M,195600
2024,MI,FT,Data Analyst,US,100,US,M,165500
2024,SE,FT,Data Analyst,US,0,US,M,180400
2024,SE,FT,Data Analyst,US,0,US,M,138800
2024,SE,FT,Data Scientist,US,0,US,M,180000
2024,SE,FT,Data Scientist,US,0,US,M,139000
2024,SE,FT,Data Science Consultant,US,0,US,M,112000
2024,SE,FT,Data Science Consultant,US,0,US,M,109000
2024,SE,FT,Data Scientist,US,0,US,M,147670
2024,SE,FT,Data Scientist,US,0,US,M,118136
2024,SE,FT,Data Architect,US,0,US,M,164000
2024,SE,FT,Data Architect,US,0,US,M,117000
2024,SE,FT,BI Developer,PH,0,PH,M,42000
2024,SE,FT,BI Developer,PH,0,PH,M,21600
2024,SE,FT,Data Scientist,US,0,US,M,154000
2024,SE,FT,Data Scientist,US,0,US,M,81536
2024,SE,FT,Data Scientist,US,0,US,M,180000
2024,SE,FT,Data Scientist,US,0,US,M,139000
2024,EN,FT,Data Analyst,GB,0,GB,M,28839.46747
2024,EN,FT,Data Analyst,GB,0,GB,M,28839.46747
2024,SE,FT,Data Engineer,US,100,US,M,198000
2024,SE,FT,Data Engineer,US,100,US,M,143000
2024,SE,FT,Machine Learning Engineer,US,0,US,M,340000
2024,SE,FT,Machine Learning Engineer,US,0,US,M,212000
2024,SE,FT,Machine Learning Scientist,US,0,US,M,230000
2024,SE,FT,Machine Learning Scientist,US,0,US,M,170000
2024,EN,FT,Quantitative Research Analyst,US,0,US,M,51000
2024,SE,FT,Lead Machine Learning Engineer,FI,50,FI,L,75026
2024,EN,FT,ML Engineer,TR,0,TR,S,27000
2024,MI,FT,Data Scientist,CH,50,CH,L,124844.3854
2024,EN,FT,Machine Learning Research Engineer,CA,50,CA,M,76703.24427
2024,SE,FT,Business Intelligence Engineer,US,100,US,M,108500
2024,SE,FT,Business Intelligence Engineer,US,100,US,M,78800
2024,MI,FT,Data Infrastructure Engineer,US,0,US,M,385000
2024,MI,FT,Data Infrastructure Engineer,US,0,US,M,200000
2024,SE,FT,Data Scientist,US,0,US,M,297000
2024,SE,FT,Data Scientist,US,0,US,M,138000
2024,MI,FT,Data Scientist,US,0,US,M,198000
2024,MI,FT,Data Scientist,US,0,US,M,140000
2023,SE,FT,AI Engineer,OM,0,OM,M,46848
2024,EN,FT,Machine Learning Engineer,US,0,US,M,130400
2024,EN,FT,Machine Learning Engineer,US,0,US,M,74500
2024,SE,FT,Data Architect,AU,0,AU,M,212000
2024,SE,FT,Data Architect,AU,0,AU,M,93400
2024,MI,FT,Business Intelligence Analyst,CA,0,CA,M,142000
2024,MI,FT,Business Intelligence Analyst,CA,0,CA,M,91300
2024,SE,FT,Data Analytics Lead,US,0,US,M,166000
2024,SE,FT,Data Analytics Lead,US,0,US,M,73100
2024,EN,FT,Data Scientist,US,0,US,M,133000
2024,EN,FT,Data Scientist,US,0,US,M,58400
2024,SE,FT,Data Scientist,US,0,US,M,204600
2024,SE,FT,Data Scientist,US,0,US,M,84500
2024,MI,FT,Data Scientist,US,0,US,M,176000
2024,MI,FT,Data Scientist,US,0,US,M,72700
2024,EN,FT,Data Analyst,US,100,US,M,92000
2024,EN,FT,Data Analyst,US,100,US,M,65000
2024,SE,FT,Data Engineer,US,100,US,M,231000
2024,SE,FT,Data Engineer,US,100,US,M,141000
2024,SE,FT,Data Scientist,US,100,US,M,162819
2024,SE,FT,Data Scientist,US,100,US,M,95776
2024,MI,FT,Applied Scientist,US,0,US,L,222200
2024,MI,FT,Applied Scientist,US,0,US,L,136000
2024,MI,FT,Data Engineer,US,0,US,M,138278
2024,MI,FT,Data Engineer,US,0,US,M,86424
2024,SE,FT,Analytics Engineer,US,0,US,M,130500
2024,SE,FT,Analytics Engineer,US,0,US,M,96000
2024,SE,FT,Data Architect,US,0,US,M,175000
2024,SE,FT,Data Architect,US,0,US,M,117000
2024,MI,FT,Data Engineer,US,0,US,M,122100
2024,MI,FT,Data Engineer,US,0,US,M,75500
2024,MI,FT,Data Product Manager,US,0,US,M,250000
2024,MI,FT,Data Product Manager,US,0,US,M,200000
2024,MI,FT,Business Intelligence Manager,US,0,US,M,117000
2024,MI,FT,Business Intelligence Manager,US,0,US,M,99600
2024,EN,FT,Data Engineer,US,0,US,M,162240
2024,EN,FT,Data Engineer,US,0,US,M,47840
2024,MI,FT,Data Scientist,US,0,US,M,231250
2024,MI,FT,Data Scientist,US,0,US,M,111000
2024,SE,FT,Data Engineer,US,0,US,M,277000
2024,SE,FT,Data Engineer,US,0,US,M,173000
2024,MI,FT,Data Analytics Manager,US,0,US,M,128000
2024,MI,FT,Data Analytics Manager,US,0,US,M,81500
2024,SE,FT,Data Scientist,US,0,US,M,202800
2024,SE,FT,Data Scientist,US,0,US,M,115000
2024,EN,FT,Data Analyst,US,0,US,M,65000
2024,EN,FT,Data Analyst,US,0,US,M,55751
2024,SE,FT,Data Architect,US,100,US,M,165000
2024,SE,FT,Data Architect,US,100,US,M,150000
2024,SE,FT,AI Architect,US,100,US,M,257250
2024,SE,FT,AI Architect,US,100,US,M,99750
2024,SE,FT,Data Architect,NZ,0,NZ,M,169767
2024,SE,FT,Data Architect,NZ,0,NZ,M,136420
2024,MI,FT,Data Developer,US,0,US,M,100000
2024,MI,FT,Data Developer,US,0,US,M,95000
2024,MI,FT,Data Scientist,US,0,US,M,147800
2024,MI,FT,Data Scientist,US,0,US,M,93100
2024,MI,FT,Data Manager,US,0,US,M,83300
2024,MI,FT,Data Manager,US,0,US,M,47500
2024,SE,FT,Data Engineer,US,0,US,M,160000
2024,SE,FT,Data Engineer,US,0,US,M,100000
2024,EN,FT,Business Intelligence Analyst,AU,0,AU,M,92000
2024,EN,FT,Business Intelligence Analyst,AU,0,AU,M,90000
2024,SE,FT,Data Product Manager,GB,0,GB,M,220000
2024,SE,FT,Data Product Manager,GB,0,GB,M,137500
2024,EN,FT,Data Scientist,US,0,US,M,175100
2024,EN,FT,Data Scientist,US,0,US,M,82915
2024,MI,FT,Data Engineer,US,0,US,M,166000
2024,MI,FT,Data Engineer,US,0,US,M,73000
2024,SE,FT,Data Scientist,US,0,US,M,236400
2024,SE,FT,Data Scientist,US,0,US,M,141800
2024,SE,FT,Data Engineer,US,0,US,M,150000
2024,SE,FT,Data Engineer,US,0,US,M,135000
2024,SE,FT,Business Intelligence Developer,US,100,US,M,147500
2024,SE,FT,Business Intelligence Developer,US,100,US,M,70800
2024,MI,FT,Business Intelligence Engineer,US,0,US,L,185000
2024,MI,FT,Business Intelligence Engineer,US,0,US,L,79600
2024,EN,FT,Data Analyst,US,100,US,M,99200
2024,EN,FT,Data Analyst,US,100,US,M,69400
2024,EN,FT,Data Analyst,US,100,US,M,88200
2024,EN,FT,Data Analyst,US,100,US,M,61700
2024,SE,FT,Research Engineer,US,0,US,M,234000
2024,SE,FT,Research Engineer,US,0,US,M,146000
2024,MI,FT,Data Scientist,US,0,US,M,165000
2024,MI,FT,Data Scientist,US,0,US,M,165000
2024,SE,FT,Data Analyst,US,0,US,M,160000
2024,SE,FT,Data Analyst,US,0,US,M,130000
2024,MI,FT,Data Scientist,US,0,US,M,154800
2024,MI,FT,Data Scientist,US,0,US,M,76300
2024,MI,FT,Data Analyst,US,0,US,M,112000
2024,MI,FT,Data Analyst,US,0,US,M,84000
2024,EN,FT,Data Analyst,US,0,US,M,115000
2024,EN,FT,Data Analyst,US,0,US,M,90000
2024,SE,FT,Data Engineer,US,0,US,M,170000
2024,SE,FT,Data Engineer,US,0,US,M,130000
2024,SE,FT,Business Intelligence Engineer,US,0,US,L,185000
2024,SE,FT,Business Intelligence Engineer,US,0,US,L,79600
2024,EN,FT,Data Analyst,US,0,US,M,160000
2024,EN,FT,Data Analyst,US,0,US,M,110000
2024,MI,FT,Data Analyst,US,0,US,M,95000
2024,MI,FT,Data Analyst,US,0,US,M,65000
2024,SE,FT,Analytics Engineer,CA,100,CA,M,180000
2024,SE,FT,Analytics Engineer,CA,100,CA,M,120000
2024,SE,FT,Data Analyst,US,0,US,M,155000
2024,SE,FT,Data Analyst,US,0,US,M,100000
2024,SE,FT,Data Scientist,CA,100,CA,M,190500
2024,SE,FT,Data Scientist,CA,100,CA,M,138500
2024,SE,FT,Data Engineer,CA,0,CA,M,159000
2024,SE,FT,Data Engineer,CA,0,CA,M,127000
2024,EN,FT,Data Analyst,US,0,US,M,147000
2024,EN,FT,Data Analyst,US,0,US,M,118000
2024,EN,FT,Machine Learning Engineer,US,0,US,M,170000
2024,EN,FT,Machine Learning Engineer,US,0,US,M,125000
2024,SE,FT,Data Science Consultant,US,0,US,M,116000
2024,SE,FT,Data Science Consultant,US,0,US,M,90000
2024,SE,FT,Data Engineer,US,100,US,M,255475
2024,SE,FT,Data Engineer,US,100,US,M,185800
2024,MI,FT,Data Strategist,US,0,US,M,85000
2024,MI,FT,Data Strategist,US,0,US,M,65000
2024,MI,FT,Data Science,US,0,US,M,150000
2024,MI,FT,Data Science,US,0,US,M,120000
2024,MI,FT,Analytics Engineer,US,0,US,M,190000
2024,MI,FT,Analytics Engineer,US,0,US,M,190000
2024,MI,FT,Research Engineer,US,0,US,M,440000
2024,MI,FT,Research Engineer,US,0,US,M,295000
2024,SE,FT,Analytics Engineer,US,100,US,M,170000
2024,SE,FT,Analytics Engineer,US,100,US,M,140000
2024,SE,FT,Data Scientist,US,100,US,M,165000
2024,SE,FT,Data Scientist,US,100,US,M,140250
2024,MI,FT,Data Analytics Consultant,US,100,US,M,110300
2024,MI,FT,Data Analytics Consultant,US,100,US,M,78100
2024,MI,FT,Machine Learning Researcher,US,0,US,M,210000
2024,MI,FT,Machine Learning Researcher,US,0,US,M,151800
2024,EN,FT,Business Intelligence Analyst,US,0,US,M,75000
2024,EN,FT,Business Intelligence Analyst,US,0,US,M,65000
2024,MI,FT,Data Analyst,US,0,US,M,140000
2024,MI,FT,Data Analyst,US,0,US,M,105000
2024,MI,FT,AI Research Engineer,US,0,US,L,200000
2024,SE,FT,Data Analytics Specialist,US,0,US,M,157144
2024,SE,FT,Data Analytics Specialist,US,0,US,M,99445
2024,SE,FT,Data Engineer,CA,0,CA,M,200863.8815
2024,SE,FT,Data Engineer,CA,0,CA,M,94971.76554
2024,SE,FT,Data Engineer,US,0,US,M,201900
2024,SE,FT,Data Engineer,US,0,US,M,97335
2024,SE,FT,Data Scientist,US,0,US,M,283800
2024,SE,FT,Data Scientist,US,0,US,M,170700
2024,SE,FT,Research Analyst,US,100,US,M,152400
2024,SE,FT,Research Analyst,US,100,US,M,73700
2024,MI,FT,Data Engineer,US,0,US,M,166000
2024,MI,FT,Data Engineer,US,0,US,M,73100
2024,SE,FT,Data Scientist,US,0,US,M,202600
2024,SE,FT,Data Scientist,US,0,US,M,93800
2024,SE,FT,Data Scientist,US,0,US,M,273500
2024,SE,FT,Data Scientist,US,0,US,M,126600
2024,SE,FT,Business Intelligence,US,0,US,M,176875
2024,SE,FT,Business Intelligence,US,0,US,M,84750
2024,MI,FT,ETL Developer,US,0,US,M,166000
2024,MI,FT,ETL Developer,US,0,US,M,73100
2024,EN,FT,Data Analyst,US,100,US,M,88200
2024,EN,FT,Data Analyst,US,100,US,M,61700
2024,MI,FT,Data Engineer,US,100,US,M,75000
2024,MI,FT,Data Engineer,US,100,US,M,60000
2024,MI,FT,Data Scientist,US,100,US,M,121500
2024,MI,FT,Data Scientist,US,100,US,M,88200
2024,MI,FT,Data Engineer,US,0,US,M,133000
2024,MI,FT,Data Engineer,US,0,US,M,58300
2024,SE,FT,Data Engineer,US,0,US,M,229900
2024,SE,FT,Data Engineer,US,0,US,M,201400
2024,SE,FT,Data Scientist,US,0,US,M,247250
2024,SE,FT,Data Scientist,US,0,US,M,160000
2024,SE,FT,Data Scientist,US,0,US,M,177700
2024,SE,FT,Data Scientist,US,0,US,M,94700
2024,SE,FT,Data Engineer,US,0,US,M,184000
2024,SE,FT,Data Engineer,US,0,US,M,123000
2024,SE,FT,Machine Learning Engineer,US,100,US,M,258600
2024,SE,FT,Machine Learning Engineer,US,100,US,M,215500
2024,SE,FT,Data Scientist,US,100,US,M,237188
2024,SE,FT,Data Scientist,US,100,US,M,194063
2024,MI,FT,Data Specialist,US,100,US,M,112500
2024,MI,FT,Data Specialist,US,100,US,M,59500
2024,SE,FT,Data Analyst,US,0,US,M,153900
2024,SE,FT,Data Analyst,US,0,US,M,85500
2024,SE,FT,Research Scientist,US,0,US,M,210000
2024,SE,FT,Research Scientist,US,0,US,M,151800
2024,SE,FT,Business Intelligence Engineer,US,100,US,M,108500
2024,SE,FT,Business Intelligence Engineer,US,100,US,M,78800
2024,MI,FT,Data Scientist,US,0,US,M,212000
2024,MI,FT,Data Scientist,US,0,US,M,93300
