work_year,experience_level,employment_type,job_title,salary,salary_currency,employee_residence,remote_ratio,company_location,company_size
2024,MI,FT,Data Scientist,130500,USD,US,0,US,M
2024,MI,FT,Data Scientist,96000,USD,US,0,US,M
2024,SE,FT,Business Intelligence Analyst,140000,USD,US,100,US,M
2024,SE,FT,Business Intelligence Analyst,105000,USD,US,100,US,M
2024,SE,FT,Data Engineer,153000,USD,US,100,US,M
2024,SE,FT,Data Engineer,122000,USD,US,100,US,M
2024,SE,FT,Data Science Engineer,190000,USD,US,100,US,M
2024,SE,FT,Data Science Engineer,126000,USD,US,100,US,M
2024,MI,FT,Research Engineer,108100,USD,US,0,US,M
2024,MI,FT,Research Engineer,60800,USD,US,0,US,M
2024,MI,FT,Data Scientist,170000,USD,US,100,US,M
2024,MI,FT,Data Scientist,100000,USD,US,100,US,M
2024,SE,FT,Data Scientist,208000,USD,US,0,US,M
2024,SE,FT,Data Scientist,175000,USD,US,0,US,M
2024,SE,FT,Research Engineer,485000,USD,US,0,US,M
2024,SE,FT,Research Engineer,280000,USD,US,0,US,M
2024,SE,FT,Robotics Engineer,240000,USD,US,0,US,M
2024,SE,FT,Robotics Engineer,160000,USD,US,0,US,M
2024,SE,FT,Data Scientist,239000,USD,US,0,US,M
2024,SE,FT,Data Scientist,177000,USD,US,0,US,M
2024,SE,FT,Data Engineer,135000,USD,US,100,US,M
2024,SE,FT,Data Engineer,110000,USD,US,100,US,M
2024,MI,FT,Data Scientist,177300,USD,US,0,US,M
2024,MI,FT,Data Scientist,136300,USD,US,0,US,M
2024,SE,FT,Data Scientist,250944,USD,US,100,US,M
2024,SE,FT,Data Scientist,178538,USD,US,100,US,M
2024,SE,FT,Data Scientist,180000,USD,US,100,US,M
2024,SE,FT,Data Scientist,140000,USD,US,100,US,M
2024,SE,FT,Data Engineer,250000,USD,US,100,US,M
2024,SE,FT,Data Engineer,180700,USD,US,100,US,M
2024,EX,FT,Head of Data,243000,USD,US,0,US,M
2024,EX,FT,Head of Data,163000,USD,US,0,US,M
2024,MI,FT,Research Scientist,250000,USD,US,0,US,M
2024,MI,FT,Research Scientist,190000,USD,US,0,US,M
2024,SE,FT,Data Science,150000,USD,US,100,US,M
2024,SE,FT,Data Science,90200,USD,US,100,US,M
2024,MI,FT,Research Scientist,162000,USD,US,0,US,M
2024,MI,FT,Research Scientist,128000,USD,US,0,US,M
2024,SE,FT,Data Analyst,140000,USD,US,0,US,M
2024,SE,FT,Data Analyst,107000,USD,US,0,US,M
2024,MI,FT,Data Analyst,155700,USD,US,0,US,M
2024,MI,FT,Data Analyst,75500,USD,US,0,US,M
2024,EN,FT,Business Intelligence Analyst,111400,USD,US,100,US,M
2024,EN,FT,Business Intelligence Analyst,62800,USD,US,100,US,M
2024,SE,FT,Research Scientist,234000,USD,US,0,US,M
2024,SE,FT,Research Scientist,146000,USD,US,0,US,M
2024,MI,FT,Data Scientist,172000,USD,US,0,US,M
2024,MI,FT,Data Scientist,75600,USD,US,0,US,M
2024,SE,FT,Business Intelligence,204000,USD,US,0,US,M
2024,SE,FT,Business Intelligence,105800,USD,US,0,US,M
2024,SE,FT,Business Intelligence,246000,USD,US,0,US,M
2024,SE,FT,Business Intelligence,132600,USD,US,0,US,M
2024,SE,FT,Data Analyst,190000,USD,US,0,US,M
2024,SE,FT,Data Analyst,152000,USD,US,0,US,M
2024,SE,FT,Machine Learning Scientist,125000,USD,US,100,US,M
2024,SE,FT,Machine Learning Scientist,110000,USD,US,100,US,M
2024,MI,FT,Data Analyst,84105,USD,US,0,US,M
2024,MI,FT,Data Analyst,76095,USD,US,0,US,M
2024,MI,FT,Data Analytics Manager,203900,USD,US,0,US,M
2024,MI,FT,Data Analytics Manager,116600,USD,US,0,US,M
2024,SE,FT,Data Engineer,143706,USD,US,100,US,M
2024,SE,FT,Data Engineer,84533,USD,US,100,US,M
2024,SE,FT,Data Architect,201700,USD,US,100,US,M
2024,SE,FT,Data Architect,122300,USD,US,100,US,M
2024,MI,FT,Analytics Engineer,45600,EUR,LT,0,LT,M
2024,MI,FT,Analytics Engineer,26400,EUR,LT,0,LT,M
2024,SE,FT,Analytics Engineer,194000,USD,US,100,US,M
2024,SE,FT,Analytics Engineer,96000,USD,US,100,US,M
2024,SE,FT,Data Scientist,70000,EUR,DE,0,DE,M
2024,SE,FT,Data Scientist,40000,EUR,DE,0,DE,M
2024,SE,FT,Data Analyst,165000,USD,US,100,US,M
2024,SE,FT,Data Analyst,165000,USD,US,100,US,M
2024,SE,FT,Research Engineer,142200,USD,US,0,US,M
2024,SE,FT,Research Engineer,116200,USD,US,0,US,M
2024,SE,FT,Data Science,175000,USD,US,0,US,M
2024,SE,FT,Data Science,100000,USD,US,0,US,M
2024,MI,FT,Data Scientist,80000,USD,US,0,US,M
2024,MI,FT,Data Scientist,52500,USD,US,0,US,M
2024,SE,FT,Data Scientist,213000,USD,US,0,US,M
2024,SE,FT,Data Scientist,120700,USD,US,0,US,M
2024,SE,FT,Data Scientist,200000,USD,US,100,US,M
2024,SE,FT,Data Scientist,160000,USD,US,100,US,M
2024,SE,FT,Machine Learning Engineer,169200,USD,US,0,US,M
2024,SE,FT,Machine Learning Engineer,130100,USD,US,0,US,M
2024,SE,FT,Data Architect,227000,USD,US,0,US,M
2024,SE,FT,Data Architect,122200,USD,US,0,US,M
2024,MI,FT,Data Engineer,136400,USD,US,100,US,M
2024,MI,FT,Data Engineer,77000,USD,US,100,US,M
2024,SE,FT,Machine Learning Engineer,179000,USD,US,0,US,M
2024,SE,FT,Machine Learning Engineer,140000,USD,US,0,US,M
2024,SE,FT,Data Scientist,247600,USD,US,0,US,L
2024,SE,FT,Data Scientist,127300,USD,US,0,US,L
2024,SE,FT,Business Intelligence Specialist,120529,USD,US,0,US,M
2024,SE,FT,Business Intelligence Specialist,96428,USD,US,0,US,M
2024,SE,FT,Data Operations Analyst,168000,USD,US,0,US,M
2024,SE,FT,Data Operations Analyst,90900,USD,US,0,US,M
2024,SE,FT,Data Scientist,209000,USD,US,0,US,M
2024,SE,FT,Data Scientist,171000,USD,US,0,US,M
2024,EX,FT,Director of Business Intelligence,200000,USD,US,0,US,M
2024,EX,FT,Director of Business Intelligence,175000,USD,US,0,US,M
2024,SE,FT,Data Scientist,243000,USD,US,0,US,M
2024,SE,FT,Data Scientist,192000,USD,US,0,US,M
2024,SE,FT,Data Architect,170000,USD,US,0,US,M
2024,SE,FT,Data Architect,25000,USD,US,0,US,M
2024,SE,FT,Data Science Manager,314100,USD,US,0,US,M
2024,SE,FT,Data Science Manager,169700,USD,US,0,US,M
2024,SE,FT,Data Analyst,160000,USD,US,0,US,M
2024,SE,FT,Data Analyst,128000,USD,US,0,US,M
2024,SE,FT,Data Engineer,178500,USD,US,0,US,M
2024,SE,FT,Data Engineer,156312,USD,US,0,US,M
2024,MI,FT,Machine Learning Engineer,208200,USD,US,100,US,M
2024,MI,FT,Machine Learning Engineer,124900,USD,US,100,US,M
2024,MI,FT,Data Engineer,300000,USD,US,0,US,M
2024,MI,FT,Data Engineer,130000,USD,US,0,US,M
2024,SE,FT,Research Scientist,200000,USD,US,0,US,M
2024,SE,FT,Research Scientist,180000,USD,US,0,US,M
2024,MI,FT,Machine Learning Engineer,200000,USD,CA,0,CA,M
2024,MI,FT,Machine Learning Engineer,160000,USD,CA,0,CA,M
2024,SE,FT,Machine Learning Engineer,355000,USD,US,0,US,M
2024,SE,FT,Machine Learning Engineer,213500,USD,US,0,US,M
2024,SE,FT,Data Engineer,185000,USD,US,0,US,M
2024,SE,FT,Data Engineer,102600,USD,US,0,US,M
2024,EN,FT,Data Analyst,50000,GBP,GB,0,GB,M
2024,MI,FT,Data Engineer,110000,USD,US,0,US,M
2024,MI,FT,Data Engineer,90000,USD,US,0,US,M
2024,MI,FT,Data Engineer,108600,USD,US,100,US,M
2024,MI,FT,Data Engineer,74400,USD,US,100,US,M
2024,MI,FT,Applied Scientist,212800,USD,US,0,US,L
2024,MI,FT,Applied Scientist,115100,USD,US,0,US,L
2024,SE,FT,Business Intelligence Engineer,202800,USD,US,0,US,L
2024,SE,FT,Business Intelligence Engineer,104300,USD,US,0,US,L
2024,EN,FT,Data Analyst,225000,USD,US,0,US,M
2024,EN,FT,Data Analyst,150000,USD,US,0,US,M
2024,EN,FT,Data Analyst,129000,USD,US,0,US,M
2024,EN,FT,Data Analyst,86000,USD,US,0,US,M
2022,MI,FT,AI Engineer,360000,ILS,IL,100,IL,L
2024,MI,FT,Data Scientist,172000,USD,US,0,US,M
2024,MI,FT,Data Scientist,75600,USD,US,0,US,M
2024,MI,FT,Machine Learning Engineer,265400,USD,US,0,US,M
2024,MI,FT,Machine Learning Engineer,127400,USD,US,0,US,M
2024,SE,FT,Data Architect,363000,USD,US,0,US,M
2024,SE,FT,Data Architect,139800,USD,US,0,US,M
2024,EN,FT,Data Scientist,175100,USD,US,0,US,M
2024,EN,FT,Data Scientist,82915,USD,US,0,US,M
2024,MI,FT,Business Intelligence Analyst,192300,USD,US,0,US,M
2024,MI,FT,Business Intelligence Analyst,120200,USD,US,0,US,M
2024,MI,FT,Data Scientist,155000,USD,US,0,US,M
2024,MI,FT,Data Scientist,135000,USD,US,0,US,M
2024,MI,FT,Data Scientist,150200,USD,CA,0,CA,M
2024,MI,FT,Data Scientist,100100,USD,CA,0,CA,M
2024,SE,FT,Data Engineer,220000,USD,US,0,US,M
2024,SE,FT,Data Engineer,137500,USD,US,0,US,M
2024,MI,FT,Data Manager,100000,USD,US,0,US,M
2024,MI,FT,Data Manager,90000,USD,US,0,US,M
2024,MI,FT,Data Scientist,165000,USD,US,0,US,M
2024,MI,FT,Data Scientist,110000,USD,US,0,US,M
2024,EN,FT,Data Analyst,54000,USD,US,100,US,M
2024,EN,FT,Data Analyst,43400,USD,US,100,US,M
2024,MI,FT,Data Analyst,101081,USD,US,0,US,M
2024,MI,FT,Data Analyst,78108,USD,US,0,US,M
2024,SE,FT,ML Engineer,285500,USD,US,0,US,M
2024,SE,FT,ML Engineer,142500,USD,US,0,US,M
2024,SE,FT,Machine Learning Engineer,324000,USD,US,0,US,M
2024,SE,FT,Machine Learning Engineer,159000,USD,US,0,US,M
2024,MI,FT,Data Specialist,150000,USD,US,0,US,M
2024,MI,FT,Data Specialist,130000,USD,US,0,US,M
2024,SE,FT,Data Engineer,277000,USD,US,0,US,M
2024,SE,FT,Data Engineer,173000,USD,US,0,US,M
2024,MI,FT,Data Engineer,137000,USD,US,0,US,M
2024,MI,FT,Data Engineer,60300,USD,US,0,US,M
2024,SE,FT,Data Product Owner,159120,USD,US,0,US,M
2024,SE,FT,Data Product Owner,92240,USD,US,0,US,M
2024,MI,FT,Data Scientist,225000,USD,US,0,US,M
2024,MI,FT,Data Scientist,200000,USD,US,0,US,M
2024,SE,FT,Data Analyst,180500,USD,US,0,US,M
2024,SE,FT,Data Analyst,96200,USD,US,0,US,M
2024,MI,FT,Machine Learning Engineer,245400,USD,US,0,US,M
2024,MI,FT,Machine Learning Engineer,139000,USD,US,0,US,M
2024,SE,FT,Data Analytics Lead,176500,USD,US,0,US,M
2024,SE,FT,Data Analytics Lead,116600,USD,US,0,US,M
2024,SE,FT,Machine Learning Engineer,208500,USD,US,0,US,M
2024,SE,FT,Machine Learning Engineer,100100,USD,US,0,US,M
2024,SE,FT,Data Scientist,40000,GBP,GB,0,GB,M
2024,SE,FT,Data Scientist,25000,GBP,GB,0,GB,M
2024,SE,FT,ML Engineer,260000,USD,US,100,US,M
2024,SE,FT,ML Engineer,190000,USD,US,100,US,M
2024,MI,FT,Applied Scientist,222200,USD,US,0,US,L
2024,MI,FT,Applied Scientist,136000,USD,US,0,US,L
2024,SE,FT,Analytics Engineer,153018,USD,US,0,US,M
2024,SE,FT,Analytics Engineer,135000,USD,US,0,US,M
2024,SE,FT,Research Scientist,303050,USD,US,0,US,M
2024,SE,FT,Research Scientist,202350,USD,US,0,US,M
2024,SE,FT,Machine Learning Engineer,173000,USD,CA,100,CA,M
2024,SE,FT,Machine Learning Engineer,108000,USD,CA,100,CA,M
2024,MI,FT,Analytics Engineer,228900,USD,US,100,US,M
2024,MI,FT,Analytics Engineer,174400,USD,US,100,US,M
2024,EN,FT,Data Analyst,144000,USD,US,100,US,M
2024,EN,FT,Data Analyst,81000,USD,US,100,US,M
2024,SE,FT,Data Analyst,110000,USD,US,100,US,M
2024,SE,FT,Data Analyst,100000,USD,US,100,US,M
2024,MI,FT,Data Operations Manager,140000,USD,CA,100,CA,M
2024,MI,FT,Data Operations Manager,80000,USD,CA,100,CA,M
2024,SE,FT,Data Scientist,230300,USD,US,0,US,M
2024,SE,FT,Data Scientist,114700,USD,US,0,US,M
2024,SE,FT,Business Intelligence Analyst,190000,USD,US,0,US,M
2024,SE,FT,Business Intelligence Analyst,160000,USD,US,0,US,M
2024,SE,FT,Machine Learning Engineer,245400,USD,US,0,US,M
2024,SE,FT,Machine Learning Engineer,139000,USD,US,0,US,M
2024,SE,FT,Data Analyst,108334,USD,US,0,US,M
2024,SE,FT,Data Analyst,59923,USD,US,0,US,M
2024,SE,FT,Data Scientist,249000,USD,US,0,US,M
2024,SE,FT,Data Scientist,216000,USD,US,0,US,M
2024,SE,FT,Data Engineer,241000,USD,US,100,US,M
2024,SE,FT,Data Engineer,172000,USD,US,100,US,M
2024,EX,FT,Data Science,340000,USD,US,0,US,M
2024,EX,FT,Data Science,256000,USD,US,0,US,M
2024,MI,FT,Machine Learning Engineer,223600,USD,US,0,US,L
2024,MI,FT,Machine Learning Engineer,115000,USD,US,0,US,L
2024,MI,FT,Data Engineer,175000,USD,CA,100,CA,M
2024,MI,FT,Data Engineer,100000,USD,CA,100,CA,M
2024,SE,FT,Research Scientist,250800,USD,US,0,US,M
2024,SE,FT,Research Scientist,167200,USD,US,0,US,M
2024,SE,FT,Machine Learning Engineer,75000,USD,IN,100,IN,M
2024,SE,FT,Machine Learning Engineer,55000,USD,IN,100,IN,M
2024,SE,FT,Data Analyst,150000,USD,US,100,US,M
2024,SE,FT,Data Analyst,120000,USD,US,100,US,M
2024,MI,FT,Business Intelligence Developer,128000,USD,US,0,US,M
2024,MI,FT,Business Intelligence Developer,92000,USD,US,0,US,M
2024,SE,FT,Data Engineer,235000,USD,US,100,US,M
2024,SE,FT,Data Engineer,210000,USD,US,100,US,M
2024,SE,FT,Business Intelligence,125000,USD,US,100,US,M
2024,SE,FT,Business Intelligence,120000,USD,US,100,US,M
2024,SE,FT,Data Architect,189600,USD,US,0,US,M
2024,SE,FT,Data Architect,101100,USD,US,0,US,M
2024,SE,FT,Machine Learning Engineer,270400,USD,US,0,US,M
2024,SE,FT,Machine Learning Engineer,145600,USD,US,0,US,M
2024,EN,FT,Data Scientist,137000,USD,US,0,US,M
2024,EN,FT,Data Scientist,60400,USD,US,0,US,M
2024,MI,FT,Machine Learning Engineer,158100,USD,US,0,US,M
2024,MI,FT,Machine Learning Engineer,138500,USD,US,0,US,M
2024,SE,FT,Machine Learning Engineer,188500,USD,US,0,US,M
2024,SE,FT,Machine Learning Engineer,165100,USD,US,0,US,M
2024,SE,FT,Machine Learning Engineer,250000,USD,US,0,US,M
2024,SE,FT,Machine Learning Engineer,180000,USD,US,0,US,M
2024,SE,FT,Machine Learning Engineer,160000,USD,US,0,US,M
2024,SE,FT,Machine Learning Engineer,130000,USD,US,0,US,M
2024,SE,FT,Data Engineer,115000,USD,US,100,US,M
2024,SE,FT,Data Engineer,100500,USD,US,100,US,M
2024,SE,FT,Data Architect,242100,USD,US,0,US,M
2024,SE,FT,Data Architect,116200,USD,US,0,US,M
2024,MI,FT,Analytics Engineer,126000,USD,US,0,US,M
2024,MI,FT,Analytics Engineer,78000,USD,US,0,US,M
2024,SE,FT,Data Engineer,185000,USD,US,0,US,M
2024,SE,FT,Data Engineer,160000,USD,US,0,US,M
2024,SE,FT,Data Analyst,172000,USD,US,0,US,M
2024,SE,FT,Data Analyst,101000,USD,US,0,US,M
2024,SE,FT,Data Modeler,130000,USD,US,0,US,M
2024,SE,FT,Data Modeler,120000,USD,US,0,US,M
2024,SE,FT,Business Intelligence,135000,USD,US,100,US,M
2024,SE,FT,Business Intelligence,100000,USD,US,100,US,M
2024,SE,FT,Analytics Engineer,138000,USD,US,0,US,M
2024,SE,FT,Analytics Engineer,92000,USD,US,0,US,M
2024,MI,FT,Data Engineer,145000,USD,US,0,US,M
2024,MI,FT,Data Engineer,95000,USD,US,0,US,M
2024,SE,FT,Business Intelligence Analyst,105000,USD,US,100,US,M
2024,SE,FT,Business Intelligence Analyst,80000,USD,US,100,US,M
2024,SE,FT,Data Architect,175000,USD,US,0,US,M
2024,SE,FT,Data Architect,115200,USD,US,0,US,M
2024,MI,FT,Machine Learning Scientist,270000,USD,US,0,US,M
2024,MI,FT,Machine Learning Scientist,185000,USD,US,0,US,M
2024,SE,FT,Data Analyst,165000,USD,US,100,US,M
2024,SE,FT,Data Scientist,267900,USD,US,0,US,M
2024,SE,FT,Data Scientist,234700,USD,US,0,US,M
2024,MI,FT,Research Scientist,100000,USD,US,0,US,M
2024,MI,FT,Research Scientist,75000,USD,US,0,US,M
2024,SE,FT,Applied Scientist,260000,USD,US,0,US,L
2024,SE,FT,Applied Scientist,136000,USD,US,0,US,L
2024,SE,FT,Data Architect,175000,USD,US,0,US,M
2024,SE,FT,Data Architect,117000,USD,US,0,US,M
2024,SE,FT,Data Architect,143537,USD,CA,0,CA,M
2024,SE,FT,Data Architect,112241,USD,CA,0,CA,M
2024,EN,FT,Data Analyst,170000,USD,US,0,US,M
2024,EN,FT,Data Analyst,140000,USD,US,0,US,M
2024,SE,FT,Research Scientist,205000,USD,US,0,US,M
2024,SE,FT,Research Scientist,178000,USD,US,0,US,M
2024,SE,FT,Machine Learning Engineer,297000,USD,US,0,US,M
2024,SE,FT,Machine Learning Engineer,168300,USD,US,0,US,M
2024,MI,FT,Data Scientist,110000,USD,US,0,US,M
2024,MI,FT,Data Scientist,92000,USD,US,0,US,M
2024,EN,PT,Business Intelligence Engineer,151260,USD,US,0,US,L
2024,EN,PT,Business Intelligence Engineer,30000,USD,US,0,US,L
2024,MI,FT,Business Intelligence,152000,USD,US,100,US,M
2024,MI,FT,Business Intelligence,120000,USD,US,100,US,M
2024,EX,FT,Business Intelligence,237500,USD,US,0,US,M
2024,EX,FT,Business Intelligence,157500,USD,US,0,US,M
2024,SE,FT,Data Scientist,200000,USD,US,0,US,M
2024,SE,FT,Data Scientist,172750,USD,US,0,US,M
2024,EN,FT,Data Analyst,52000,GBP,GB,0,GB,M
2024,EN,FT,Data Analyst,45000,GBP,GB,0,GB,M
2024,EN,FT,Data Analyst,122000,USD,US,0,US,M
2024,EN,FT,Data Analyst,94000,USD,US,0,US,M
2024,SE,FT,Research Scientist,240000,USD,US,0,US,M
2024,SE,FT,Research Scientist,133000,USD,US,0,US,M
2024,EX,FT,Data Science,175762,USD,US,0,US,M
2024,EX,FT,Data Science,97254,USD,US,0,US,M
2024,MI,FT,ML Engineer,145000,USD,US,100,US,M
2024,MI,FT,ML Engineer,89000,USD,US,100,US,M
2024,SE,FT,Data Engineer,250000,USD,US,0,US,M
2024,SE,FT,Data Engineer,141500,USD,US,0,US,M
2024,SE,FT,Data Engineer,209362,USD,US,100,US,M
2024,SE,FT,Data Engineer,182054,USD,US,100,US,M
2024,SE,FT,Robotics Engineer,140000,USD,US,0,US,M
2024,SE,FT,Robotics Engineer,65000,USD,US,0,US,M
2024,SE,FT,Business Intelligence Analyst,157400,USD,US,100,US,M
2024,SE,FT,Business Intelligence Analyst,98600,USD,US,100,US,M
2024,SE,FT,Data Scientist,226500,USD,US,100,US,M
2024,SE,FT,Data Scientist,110900,USD,US,100,US,M
2024,EN,FT,Data Analyst,82402,USD,US,0,US,M
2024,EN,FT,Data Analyst,48508,USD,US,0,US,M
2024,SE,FT,Data Engineer,130500,USD,US,0,US,M
2024,SE,FT,Data Engineer,96000,USD,US,0,US,M
2024,SE,FT,Data Engineer,150000,USD,US,0,US,M
2024,SE,FT,Data Engineer,130000,USD,US,0,US,M
2024,SE,FT,Data Engineer,150000,USD,US,100,US,M
2024,SE,FT,Data Engineer,90000,USD,US,100,US,M
2024,SE,FT,Data Scientist,60000,EUR,ES,0,ES,M
2024,SE,FT,Data Scientist,38000,EUR,ES,0,ES,M
2024,MI,FT,Machine Learning Engineer,245400,USD,US,0,US,M
2024,MI,FT,Machine Learning Engineer,139000,USD,US,0,US,M
2024,MI,FT,Data Scientist,200000,USD,US,0,US,M
2024,MI,FT,Data Scientist,140000,USD,US,0,US,M
2024,SE,FT,Data Science,223100,USD,US,0,US,M
2024,SE,FT,Data Science,126400,USD,US,0,US,M
2024,EN,FT,Data Analyst,90000,USD,US,0,US,M
2024,EN,FT,Data Analyst,75000,USD,US,0,US,M
2024,SE,FT,Data Architect,173100,USD,US,100,US,M
2024,SE,FT,Data Architect,108200,USD,US,100,US,M
2024,SE,FT,Data Scientist,180000,USD,US,0,US,M
2024,SE,FT,Data Scientist,162000,USD,US,0,US,M
2024,SE,FT,Applied Scientist,309400,USD,US,0,US,L
2024,SE,FT,Applied Scientist,159100,USD,US,0,US,L
2024,EX,FT,Data Science,175762,USD,US,0,US,M
2024,EX,FT,Data Science,97254,USD,US,0,US,M
2024,EN,FT,Research Scientist,210000,USD,US,100,US,M
2024,EN,FT,Research Scientist,180000,USD,US,100,US,M
2024,EN,FT,Data Management Analyst,75000,USD,US,0,US,M
2024,EN,FT,Data Management Analyst,50000,USD,US,0,US,M
2024,EN,FT,Data Analyst,75000,USD,US,100,US,M
2024,EN,FT,Data Analyst,47500,USD,US,100,US,M
2024,SE,FT,Data Engineer,145000,USD,US,0,US,M
2024,SE,FT,Data Engineer,115000,USD,US,0,US,M
2024,SE,FT,Business Intelligence,150000,USD,US,100,US,M
2024,SE,FT,Business Intelligence,90200,USD,US,100,US,M
2024,MI,FT,Applied Scientist,222200,USD,US,0,US,L
2024,MI,FT,Applied Scientist,136000,USD,US,0,US,L
2024,MI,FT,Data Science Manager,279500,USD,US,100,US,M
2024,MI,FT,Data Science Manager,216200,USD,US,100,US,M
2024,SE,FT,Machine Learning Engineer,250000,USD,US,100,US,M
2024,SE,FT,Machine Learning Engineer,185000,USD,US,100,US,M
2024,SE,FT,Machine Learning Engineer,245400,USD,US,0,US,M
2024,SE,FT,Machine Learning Engineer,139000,USD,US,0,US,M
2024,SE,FT,Data Engineer,250000,USD,US,100,US,M
2024,SE,FT,Data Engineer,185000,USD,US,100,US,M
2024,SE,FT,Machine Learning Engineer,270000,USD,US,100,US,M
2024,SE,FT,Machine Learning Engineer,229500,USD,US,100,US,M
2024,SE,FT,Research Scientist,205500,USD,US,0,US,M
2024,SE,FT,Research Scientist,132500,USD,US,0,US,M
2024,SE,FT,Data Analyst,144538,USD,US,0,US,M
2024,SE,FT,Data Analyst,96358,USD,US,0,US,M
2024,SE,FT,Research Engineer,306000,USD,US,0,US,M
2024,SE,FT,Research Engineer,180000,USD,US,0,US,M
2024,MI,FT,AI Research Scientist,84500,CAD,CA,50,CA,S
2024,MI,FT,Applied Scientist,222200,USD,US,0,US,L
2024,MI,FT,Applied Scientist,136000,USD,US,0,US,L
2024,MI,FT,Data Engineer,30000,GBP,GB,0,GB,M
2024,MI,FT,Data Engineer,27000,GBP,GB,0,GB,M
2024,SE,FT,Applied Scientist,315000,USD,US,100,US,M
2024,SE,FT,Applied Scientist,285000,USD,US,100,US,M
2024,MI,FT,Data Scientist,130000,USD,US,0,US,M
2024,MI,FT,Data Scientist,100000,USD,US,0,US,M
2024,EN,FT,Data Analyst,77280,USD,US,0,US,M
2024,EN,FT,Data Analyst,58000,USD,US,0,US,M
2024,SE,FT,Data Scientist,264846,USD,US,0,US,M
2024,SE,FT,Data Scientist,143060,USD,US,0,US,M
2024,MI,FT,Business Intelligence Developer,75000,USD,US,0,US,M
2024,MI,FT,Business Intelligence Developer,65000,USD,US,0,US,M
2024,MI,FT,Data Scientist,172000,USD,US,0,US,M
2024,MI,FT,Data Scientist,75600,USD,US,0,US,M
2024,MI,FT,Business Intelligence Manager,187000,USD,US,100,US,M
2024,MI,FT,Business Intelligence Manager,117000,USD,US,100,US,M
2024,MI,FT,Data Scientist,158100,USD,US,0,US,M
2024,MI,FT,Data Scientist,138500,USD,US,0,US,M
2024,SE,FT,Data Scientist,283800,USD,US,0,US,M
2024,SE,FT,Data Scientist,234700,USD,US,0,US,M
2024,MI,FT,Data Manager,134000,USD,US,100,US,M
2024,MI,FT,Data Manager,120000,USD,US,100,US,M
2024,EN,FT,Data Analyst,198000,USD,US,0,US,M
2024,EN,FT,Data Analyst,144000,USD,US,0,US,M
2024,SE,FT,Data Engineer,220000,USD,US,0,US,M
2024,SE,FT,Data Engineer,96600,USD,US,0,US,M
2024,EN,FT,Research Analyst,83300,USD,US,0,US,M
2024,EN,FT,Research Analyst,47500,USD,US,0,US,M
2024,SE,FT,Data Analyst,118000,USD,US,0,US,M
2024,SE,FT,Data Analyst,100000,USD,US,0,US,M
2024,MI,FT,Data Scientist,162819,USD,US,100,US,M
2024,MI,FT,Data Scientist,95776,USD,US,100,US,M
2024,MI,FT,Research Engineer,220000,USD,US,0,US,M
2024,MI,FT,Research Engineer,96600,USD,US,0,US,M
2024,MI,FT,Data Operations Specialist,132500,USD,US,0,US,M
2024,MI,FT,Data Operations Specialist,88000,USD,US,0,US,M
2024,EN,FT,Data Analyst,93100,USD,US,0,US,M
2024,EN,FT,Data Analyst,60000,USD,US,0,US,M
2024,MI,FT,Data Engineer,135000,USD,US,0,US,M
2024,MI,FT,Data Engineer,100000,USD,US,0,US,M
2024,SE,FT,Machine Learning Engineer,190000,USD,US,100,US,M
2024,SE,FT,Machine Learning Engineer,140000,USD,US,100,US,M
2024,MI,FT,Bear Robotics,215000,USD,US,0,US,M
2024,MI,FT,Bear Robotics,120000,USD,US,0,US,M
2024,MI,FT,Data Science,56000,EUR,FI,0,FI,M
2024,MI,FT,Data Science,42000,EUR,FI,0,FI,M
2024,SE,FT,Data Science,160000,USD,US,100,US,M
2024,SE,FT,Data Science,120000,USD,US,100,US,M
2024,SE,FT,Data Scientist,171210,USD,CA,0,CA,M
2024,SE,FT,Data Scientist,92190,USD,CA,0,CA,M
2024,MI,FT,Data Scientist,177250,USD,US,0,US,M
2024,MI,FT,Data Scientist,125500,USD,US,0,US,M
2024,SE,FT,Data Engineer,139500,USD,CA,0,CA,M
2024,SE,FT,Data Engineer,90000,USD,CA,0,CA,M
2024,SE,FT,Data Science Consultant,122000,USD,US,0,US,M
2024,SE,FT,Data Science Consultant,94000,USD,US,0,US,M
2024,SE,FT,Data Engineer,140000,USD,US,100,US,M
2024,SE,FT,Data Engineer,55000,USD,US,100,US,M
2024,EN,FT,Business Intelligence Analyst,95000,USD,US,0,US,M
2024,EN,FT,Business Intelligence Analyst,85000,USD,US,0,US,M
2024,EN,FT,Data Analyst,67095,USD,US,0,US,M
2024,EN,FT,Data Analyst,51120,USD,US,0,US,M
2024,EN,FT,Business Intelligence Analyst,234000,USD,US,0,US,M
2024,EN,FT,Business Intelligence Analyst,146000,USD,US,0,US,M
2024,SE,FT,Data Analyst,150700,USD,US,0,US,M
2024,SE,FT,Data Analyst,87400,USD,US,0,US,M
2024,EN,FT,Data Analyst,80000,USD,US,0,US,M
2024,EN,FT,Data Analyst,75000,USD,US,0,US,M
2024,SE,FT,Business Intelligence,117000,USD,US,0,US,M
2024,SE,FT,Business Intelligence,99600,USD,US,0,US,M
2024,SE,FT,Data Engineer,180000,USD,US,100,US,M
2024,SE,FT,Data Engineer,160000,USD,US,100,US,M
2024,SE,FT,Data Science,221000,USD,US,0,US,M
2024,SE,FT,Data Science,138000,USD,US,0,US,M
